TaxID,year,Revenues,Assets,RevLessExpenses,CYContributionsGrantsAmt,CY_Contributions,BoardBodyCnt,BoardIndeCnt,Employees,ROA
221821292,2020,100.23259,168.16985,6.096633,66.587257,,10,10,1541.5,.03625283
221912028,2018.3334,66.210197,90.193878,1.2427285,2.6662133,1.2268769,22.5,21.833334,777.83331,.013778413
222586208,2018,34.9356,72.787567,1.2466341,3.6577017,.12343757,18.142857,17.142857,393.57144,.01712702
223849199,2018,910.20703,1777.6498,-5.6746655,207.12097,15.908953,18.571428,16.428572,2937.4285,-.0031922292
230973290,2018,31.486698,47.96925,.61381394,3.8356476,.36014384,17.714285,16.714285,746.57141,.012795988
231177930,2018,113.58181,319.2092,2.2455471,9.3043404,1.6903169,28,26.285715,1487.2858,.007034719
231352008,2017.5,33.863384,72.83551,-4.8541174,5.0475059,2.9139159,40.375,39,230.5,-.066644929
231352236,2018.3334,27.356642,70.757965,5.3738909,3.8633866,2.5814075,26.666666,26.666666,483.5,.075947508
231352294,2018.3334,142.01849,237.36476,2.0911126,3.9618447,4.2185235,29.833334,28.5,1710.5,.0088097015
231352354,2018,100.42928,200.41219,5.6397982,11.25645,2.2770708,32.714287,28.142857,1783.4286,.028140994
231352613,2018,74.626144,115.59258,1.2772857,3.2404284,1.8811429,22.285715,21.285715,1171,.011049894
231352615,2018.5,88.037689,184.97879,.76356995,8.4600868,1.2610341,31.125,28.875,1213.375,.0041278782
231352620,2018.5,167.90338,255.407,2.9845002,5.432375,2.0339999,25,23.875,1019.75,.011685272
231352621,2018.5,226.21071,1280.3705,57.454746,37.992271,19.746738,32.125,32.125,2300.25,.044873532
231352626,2018,53.261597,66.389542,.70071924,5.6398497,1.4050969,29,29,1097,.010554663
231352630,2018,1314.8832,2091.9189,13.165668,184.27654,38.281471,53.42857,48.285713,12859.429,.0062935846
231352632,2018.5,98.515877,205.00415,-1.213807,10.331632,2.9288919,37,37,1819.25,-.0059208898
231352635,2018,203.71266,740.5238,14.751184,24.402729,6.7857275,33.57143,32.57143,2633.5715,.019919934
231352641,2018.5,199.57423,574.96423,7.7339349,17.784943,6.9513712,34.625,31.125,2618.5,.013451158
231352648,2018,55.333096,87.836136,.075415157,5.2081213,.74141073,27.428572,27.428572,1351.7142,.00085858919
231352651,2018,802.95691,2677.0581,17.916601,40.854889,35.961174,31.428572,28.571428,5530.2856,.0066926456
